ResourceID,Context Amount of debris (cm3),Context Bibliography,Context Chronology,Context Collection,Context Collections for the lifting machine,Context Compiler,Context Coordinates,Context Current status,Context Description,Context Era,Context Name,Context Presence of unfinished materials,Context Quality of the marble used/extracted,Context Quantity of extracted material (cm3),Context Square meters,Context Streets of contention,Context Surface,Context Traces of extraction tools,Context Typology,Identifier Content,Identifier Type
427de85d-cd29-b8c9-9d37-39d8c4e26eec,molti,Ditaranto 2016.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ec14ac87-de01-49b9-b86d-9de7005b380b"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1adcdaac-b2fa-48c5-a5f6-a0cb994f6038"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1339694798722 37.9570366067067, 29.1338508937637 37.9571856775345, 29.1339244754173 37.9572301352473, 29.1340434478642 37.9570944136043)))",In abbandono,"Situata sulla sommità del Marmar Tepe, la cava è larga 14 m, lunga 35 e alta fino a 4,50 m. Il fronte estrattivo, rivolto verso sud-est, si caratterizza per il caratteristico profilo a gradoni.",Ellenistica/Imperiale,Cava di marmo di Marmar Tepe n. 44,False,Marmo bianco,,490,False,reale,False,Cava sommitale,Marmora,Internal Identifier
42aeacd8-1160-9223-79bb-a9474606a0cd,molti,Ditaranto 2016.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""726a3ac4-8777-4c0a-9253-5f73a81046bd"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3334282d-1391-45ba-af98-7f271aee8f26"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1337455693554 37.9576264374742, 29.1337211724723 37.9576993856011, 29.133716485761 37.9577872403978, 29.1337695297464 37.9577881859644, 29.1338090404621 37.9577378600425, 29.1338174052084 37.9576938233824, 29.1338137270625 37.9576500052448)))",In abbandono,"Si tratta di una piccola cava sulla sommità del Marmar Tepe, con accesso da sud; essa ha una lunghezza di 10 m, una larghezza di 5 m ed è approfondita nella montagna per almeno 1,40. Ai piedi delle pareti sono presenti numerosi detriti di estrazione.",Ellenistica/Imperiale,Cava di marmo di Marmar Tepe n. 53,False,Marmo bianco,,50,False,reale,False,Cava sommitale,Marmora,Internal Identifier
42d7310d-fa96-c6c4-c148-ea41cf8ecac2,molti,Ditaranto 2016.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bf7b0dd4-5037-4d4d-bd5b-3629983ed85f"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c9d90c4a-1240-4e68-8883-76be69e6f6cf"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1350249360232 37.9591821529635, 29.1350259661769 37.9593192743676, 29.1349475682227 37.9593161409315, 29.1349495978157 37.9591792593849)))",In abbandono,"La cava si trova sulla sommità del Marmar Tepe e presenta l'accesso a sud; misura 22 m di lunghezza, 13 di larghezza e 4 m di altezza. La superficie interna e l'area immediatamente esterna sono cosparse di una grande quantità di detriti. Le pareti del fronte principale, caratterizzate da numerosi piani di frattura naturali, recano i segni del piccone lasciati dall'attività estrattiva praticata in antico.",Ellenistica/Imperiale,Cava di marmo di Marmar Tepe n. 57,False,Marmo bianco,,286,False,reale,True,Cava sommitale,Marmora,Internal Identifier
44993078-0543-294a-8162-428e59c947a9,,,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a98f5e4f-509d-420e-822e-98e8b2e45a73"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ebdf949b-250f-4663-8837-e1ecb08bf20a"", ""inverseOntologyProperty"": """"}]",,In uso,"Sembrerebbe un fessure ridge non cavato ma aperto da un terremoto, non si notano segni di piccone; in parte distrutto da attività estrattiva moderna che separa un settore settentrionale (A) da uno meridionale (B).",Non id.,Cava di alabastro di Hierapolis n. 13,False,,,,False,,False,Cava in trincea,Marmora,Internal Identifier
461bd459-8882-aa34-0a8a-4293058580e6,molti,"Hancock et alii 2000, 9, figg. 8, 10.",non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7b5ef75e-362c-47ed-9057-c3848fb7618c"", ""inverseOntologyProperty"": """"}]",True,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2af696ad-c077-4895-a297-d0f825e4ca4d"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1163592244915 37.9315525052788, 29.1152420628594 37.9314203530143, 29.1152446620422 37.9314913017403, 29.1164305896571 37.9316217785098)))",In abbandono,"Cava di alabastro nel basso terrazzo di travertino posto subito al di sotto di quello su cui sorge la città, in località Çukurbag . Qui, nella parte centrale di una lunga cresta rocciosa (fissure ridge) allungata in senso E-O è stata scavata una trincea lunga ca. 105 m, con una larghezza massima di 8 ed un'altezza, maggiore sulla parete settentrionale, sempre di ca. 6 m ; alla trincea si accedeva da due accessi, entrambi aperti sul lato meridionale, uno più o meno al centro (largh. 4,10, prof. 4,20)  e l'altro all'estremità E (largh. 5 m ca.). Una vicina strada tagliata lungo il pendio del terrazzo su cui sorge la città collegava la cava all'area urbana. In alcuni punti delle pareti, dove restano residui di alabastro, si trovano incassi quadrangolari per l'alloggiamento di elementi lignei, forse pertinenti a macchine elevatorie (8 allineati e alla stessa altezza da terra, di ca. 25/30 x 25/30, prof. 15/20, si trovano nel tratto di parete posto a O dell'ingresso centrale); anche parte del travertino della cresta è stato estratto e presso la cava sono abbandonati una colonna (lunga 2,40 e con un diametro di 55/58 cm, che si presenta in parte interrata e sbozzata.) ed alcuni blocchi parallelepipedi di questo materiale (alcuni sono stati separati dal banco roccioso ma ancora non staccati. All'esterno, verso S, si trovano grossi accumuli di detriti di lavorazione. Numerosi sono i segni dei picconi a seguito dell'attività estrattiva. Alle estremità E e O della trincea si conservano resti del filone di alabastro (che qui evidentemente si restringe); oltre il limite O della trincea il fissure ridge si presenta fessurato per una larghezza di 1 m, mentre oltre l'estremità E si presenta più compatto. Alcune porzioni delle pareti sono crollate all'interno della trincea, dove si trova anche un leggero interro.
Partendo da O, l'estremità della trincea è leggermente ingrottata e larga m 2,5/3; dopo 19 m si allarga progressivamente fino a 4 m e poi a 6-6,5, larghezza che mantiene fino alla parte centrale della trincea, con pareti alte 6 m. Dopo l'aperura centrale si allarga fino a 8, ma le pareti si abbassano a 2 m; gli ultimi 20 m orientali sono larghi 5,5 m e alti 4 m.",Non id.,Cava di alabastro di Hierapolis n. 25 (O10),True,,,840,True,reale,True,Cava in trincea,Marmora,Internal Identifier
499eb812-acec-a2e3-9e17-e3b9d4da9936,molti,Ditaranto 2016.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2178e384-2c81-469a-8f63-65265d6fe0e6"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e560be53-44c7-4be2-af34-f1b6ae87f5d5"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1321105419992 37.9435719653304, 29.1319512628563 37.9434701678721)))",In abbandono,"Questa cava è la seconda risalendo il letto del torrente Gök Dere; si tratta di un piccolo fronte (10 x 6 m, 4 m alt.) che guarda a nord-ovest. La parete presenta diverse linee di frattura naturali, per lo più verticali, che distano tra loro da 0,60 a 1 m e che possono aver condizionato e allo stesso tempo facilitato l'estrazione di blocchi. La parete è anche interessata, in due punti posti a circa 2 m di altezza, da evidenti segni di piccone.",Ellenistica/Imperiale,Cava di marmo di Hierapolis-Gök Dere M6,False,Marmo bianco,,60,True,reale,True,Cava di versante,Marmora,Internal Identifier
4c723499-6af0-1d0f-bb8a-9745b854a272,molti,Ditaranto 2016.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""29de3ffb-55a5-43c2-99fa-5e8ce00dc412"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""028732e4-cb79-46d0-9155-7d91fd05d305"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1363794708059 37.9543690999439, 29.1362508870066 37.9542403347901, 29.1362205010237 37.954257065411)))",In abbandono,"La cava è situata lungo il pendio meridionale del Marmar Tepe. Essa raggiunge i 10 m di larghezza e i 4 di altezza, mentre è approfondita nel fianco della montagna per circa 3 m. Su parte della parete sono visibili piani di frattura naturali della roccia, sia orizzontali che verticali.",Ellenistica/Imperiale,Cava di marmo di Marmar Tepe n. 30,False,Marmo bianco,,30,False,reale,False,Cava di versante,Marmora,Internal Identifier
51324d2b-a739-9cdb-cf2a-234dcffdc247,molti,Ditaranto 2016.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0d7d743a-3973-4b79-ae0d-24822a63607b"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""787fedd3-69b8-4f84-80b0-6a3623229baa"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.134990806267 37.9556900740695, 29.1351045033227 37.9557051821814, 29.1351237498689 37.95562087905, 29.1350004189088 37.9556059458603)))",In abbandono,"Si tratta di una cava situata nell'area meridionale della sommità del Marmar Tepe, caratterizzata da accesso a ovest; essa misura 10 m di larghezza, 12 m di lunghezza e presenta un'altezza massima di 2,80 m. L'intera superficie occupata dalla cava è invasa da detriti di estrazione.",Ellenistica/Imperiale,Cava di marmo di Marmar Tepe n. 35 ,False,Marmo bianco,,120,False,reale,False,Cava sommitale,Marmora,Internal Identifier
55948ec4-3512-7424-c673-542cda895c52,molti,Ditaranto 2016.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8c7ee34f-f560-40af-8e64-7d5b423e925f"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""58b08515-0332-4684-89f1-83ca0e658668"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1345023260562 37.9593573145642, 29.1346284486949 37.9593589177684, 29.1346655856108 37.9593605677316, 29.1346586223108 37.9594275740239, 29.1344939158358 37.9594275736946)))",In abbandono,"La cava  si apre sulla sommità del Marmar Tepe, con accesso a ovest. L'incasso è lungo 13 m, largo 10 ed è stato approfondito per 4 m nella montagna; l'intera area della cava è riempita abbondantemente da detriti. Le pareti mostrano numerose fessurazioni naturali.",Ellenistica/Imperiale,Cava di marmo di Marmar Tepe n. 60,False,Marmo bianco e grigio,,130,False,reale,False,Cava sommitale,Marmora,Internal Identifier
561df293-f685-e443-4095-41b6af76e6ce,,"In generale sulla Necropoli Nord v.: Verzone 1961-1962, 636-637, 644; Schneider Equini 1971-1973; Verzone 1978, 405-418; Hierapolis 1957-1987, 105-115; Ronchetta 1990; Ronchetta 1999; Ronchetta, Mighetto, Bosso, Yildiz 2002;  D'Andria 2003, 48-62, 191-192, 205-206; Ronchetta 2005; Ronchetta 2007; Ronchetta, Mighetto 2007; Atlante 2008, 56-59, 64-75, 80-81; Ronchetta 2012; Okunak 2013;  Atlante 2015, 71-77, 96-99, 104-115, 120-124; Ronchetta 2016.
Su specifici monumenti funerari v.: Romeo 2011; Romeo, Panariti, Ungaro 2014; Masino, Sobrà 2016; Romeo 2017.
Sui sarcofagi v.: Vanhaverbeke, Waelkens 2002; Frate 2006; Frate 2007; Scardozzi 2016a.
In generale sulle iscrizioni v.: Judeich 1898; Ritti 2004; Ritti 2006.",III sec. d.C. - IV sec. d.C.,"[{""resourceId"": ""631b552d-b995-4229-abe1-eca50688f367"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e6f8c741-49cd-46f8-bde7-5b2ad5e4fac5"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""5cd531c6-e8cd-b191-bc5f-33fbeb4c4aef"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4b0c499d-14da-4942-8db4-1df136b8dfb1"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1150966880965 37.9401061983899, 29.115445008513 37.9401501870053, 29.1157317345332 37.9402398864584, 29.116310671312 37.940427607919, 29.1168367808227 37.940541175885, 29.1178380331548 37.9407453633714, 29.11826167666 37.9406317606596, 29.1187439337748 37.940393369183, 29.119053792983 37.9402738045675, 29.1195496166524 37.9402427807696, 29.1200477475529 37.9401203578281, 29.1202380967279 37.9400453792224, 29.1206750090941 37.9397116468625, 29.1209849261947 37.939470451727, 29.1213297426685 37.9393280669146, 29.1214969668541 37.9392367970249, 29.1213610061918 37.9387427188837, 29.1212770402432 37.9384084702774, 29.1211206299469 37.9381884625158, 29.1210351024024 37.9380409676886, 29.1209779997689 37.9378517658076, 29.1209371023403 37.9376371122893, 29.1208954891961 37.9374346918289, 29.1208020855354 37.9372726550454, 29.120782139335 37.9371394789647, 29.1208347893857 37.9368078312178, 29.1209280971535 37.9365491662693, 29.1210458644793 37.9362757637207, 29.1211029411117 37.9354664718757, 29.121380863425 37.9354597287349, 29.1218635764173 37.9354872210487, 29.1223745854543 37.9353413864459, 29.1225187135798 37.9350240743165, 29.1221013751304 37.9346603701441, 29.1217473050078 37.9344801060529, 29.1214757869635 37.9344054481629, 29.1213329344538 37.93414400066, 29.1208763676536 37.9339156165998, 29.1212119301217 37.933345569283, 29.1217093341963 37.932648236266, 29.1219316507815 37.932018243766, 29.1219562784688 37.9319012641193, 29.1213558669082 37.9317265441413, 29.1210678590224 37.9321541626445, 29.1205209501496 37.9325834330322, 29.1201243033997 37.9333081752649, 29.1197376899606 37.9338495763051, 29.1195949735255 37.9344967537363, 29.1194197566592 37.9349209472091, 29.1197254857446 37.935727736847, 29.1198370036199 37.9362649841797, 29.1196976569323 37.9369111712016, 29.1197828279673 37.9373350444508, 29.120011938994 37.9376091288574, 29.1201004624153 37.9378071283223, 29.1203612498059 37.9383108832871, 29.1204902308401 37.9386121169696, 29.1208033944435 37.9391931434537, 29.1206761391846 37.9393069477891, 29.1201528570826 37.9396059467356, 29.1197083532863 37.9398460566501, 29.1188707327874 37.9401041778633, 29.1182679760891 37.9404620192408, 29.1178959985377 37.9406249263176, 29.1175212372567 37.9406045966745, 29.1169645663504 37.9405213190401, 29.1165324514363 37.9403368344643, 29.1158559745605 37.9401088952114, 29.115179179861 37.939921296663, 29.1150966880965 37.9401061983899))))",In abbandono,"Si tratta della principale necropoli di Hierapolis e di una delle più estese dell'Asia Minore, che si sviluppa lungo il principale asse stradale che raggiungeva la città da nord (da Tripolis e, più distanti, dalle città della valle dell'Hermos e della costa egea). La sua estensione è mutata nel corso dei secoli, anche in rapporto allo sviluppo urbano del settore settentrionale della città. Nella sua fase più antica, relativa all'epoca ellenistica e primo-imperiale (precedentemente al terremoto del 60 d.C.), il limite meridionale della necropoli doveva corrispondere grossomodo con l'area immediatamente esterna a quello che sarà il tracciato della cinta muraria proto-bizantina, come confermato dalla posizione della cd. Tomba Bella; in questo periodo, la necropoli doveva estendersi anche in parte dell'area occupata a partire dal II sec. d.C. dall'Agorà Nord.
La fase più antica della Necropoli Nord è documentata essenzialmente dalla presenza di sporadiche tombe a fossa (area di Casa Fiorentini) e soprattutto da tumuli funerari, di cui è possibile identificare, nonostante le modifiche e le sovrapposizioni di monumenti successivi, ancora circa 60 esemplari. Sono caratterizzati da una o due camere in asse precedute da un dromos, a cui si sovrappone un tumulo di terra sostenuto da un crepidoma e culminante in un fallo apotropaico, in marmo o travertino; inoltre sono spesso accompagnati da stele funerarie marmoree, che recavano iscrizioni incise o dipinte.
La successiva fase di utilizzo della necropoli, a partire dalla fine del I sec. d.C., si caratterizza per la presenza di varie tipologie di monumenti funerari in blocchi di travertino, tra cui bomoi con tetto piano e tombe a edicola con camera funeraria ipogea; alcuni edifici assumono le forme monumentali di veri e propri heroa con rivestimenti ed elementi architettonici in marmo. Molto numerosi sono i sarcofagi (circa 1.900), sia in travertino (circa 1.500) che in marmo (circa 400), posti su bomoi, hyposoria e basamenti a gradini, a podio, a esedra e a C. Molte di queste tombe si inseriscono negli spazi occupati dai sepolcri più antichi, coprendoli e obliterandoli in parte. La maggior parte di questi monumenti funerari si colloca, anche sulla base delle iscrizioni, tra II e III sec. d.C., ma numerose tombe e soprattutto sarcofagi sono utilizzati fino al IV-VI sec. d.C.",Ellenistica/Imperiale,Necropoli Nord,False,"Marmar Tepe, Thiounta, Hierapolis-Gök Dere, Docimio",,108700,False,ricostruita,False,Necropoli,Marmora,Internal Identifier
56ca8348-7953-1afa-5c70-4b62124233c7,,"Ismaelli 2009a, 1-118, 361-380; Ismaelli 2016e.",prima metà del I sec. d.C.,"[{""resourceId"": ""631b552d-b995-4229-abe1-eca50688f367"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1d24dae1-0e11-4f3a-87fb-bce44d26fb0e"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""465560e1-61af-8c1b-ea0f-f0db44930b39"", ""ontologyProperty"": """", ""resourceXresourceId"": ""96263ad2-6e1c-41f5-bc04-76f5144bf50b"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1269790428349 37.9268332937763, 29.1270124369254 37.926783000882, 29.1264227160325 37.9265079964497, 29.1262897771918 37.9266879436546, 29.1263536546005 37.9267179618704, 29.1264439734492 37.926589142676, 29.1269790428349 37.9268332937763)), ((29.1265212330985 37.927277319643, 29.1265563987248 37.9272328003257, 29.1261213108746 37.9270593569524, 29.1261674024886 37.9269892339804, 29.1261023558565 37.9269580744462, 29.1260328555003 37.9270759685601, 29.1265212330985 37.927277319643))))",Interamente scavato,"Il terrazzo inferiore del Santuario di Apollo (41 x 57 m circa) si presenta come una corte pavimentata in marmo e definita sui lati nord, sud ed ovest da un portico dorico, interrotto al centro dalla mole del Ninfeo del Tempio. Il portico, interamente scavato e molto danneggiato dalle spoliazioni di età bizantina, è definito all'angolo sud-ovest da un muro esterno in opera quadrata di travertino (spesso 70-75 cm e conservato sino a 4,35 m), coronato da una trabeazione dorica e dotato di un portale largo 3,55 m con stipiti in marmo. Sul lato sud l'ambulacro presenta una facciata esterna in travertino che, per 34,40 m, è costituita da una fila di pilastri con semicolonne doriche (alti 3,60 m, con interassi di 2,25-2,36 m) a reggere una trabeazione composta da blocchi di fregio-architrave e da una cornice.
I capitelli dei pilastri hanno abaco sormontato da un listello verticale ed uno obliquo, echino rigonfio, anuli resi come tondini seguiti da una nervatura angolare. I fregi-architravi (in media alti 73,3 cm, con piano di posa profondo 70,6 m) hanno soffitto liscio, taenia formata da un listello ed un cavetto, regulae a filetto continuo e guttae a filetto. Le metope sono lisce, i triglifi si caratterizzano per glifi con terminazione semicircolare ed orecchi a quarto di cerchio; la corona si compone di un listello verticale seguito da un listello inclinato. Le cornici (alte tra 31,5 e 41,5 cm) hanno soffitto orizzontale, con un listello inclinato alla base ed un listello aggettante e obliquo come modanatura di coronamento della fronte; la sima, sprovvista di gocciolatoi e con profilo a kyma recta, è sormontata da un listello verticale.
L'ambulacro era definito internamente da un portico in marmo, meglio conservato sul lato sud dove misura 41,5 m circa di lunghezza e ha una profondità di circa 6,9 m. Il portico si imposta su uno stilobate profondo circa 0,90-1,00 m e alto 28,3 cm; i sostegni (alti 3,60 m) sono costituiti da pilastri a sezione quadrangolare con semicolonne provviste di undici scanalature. Parte degli intercolunni era chiusa da banchine alte 40 cm e da diaframmi marmorei alti sino all'imposta del capitello. Agli angoli interni, tra le ali nord e sud e quella ovest dovevano essere pilastri cuoriformi. Nei capitelli all'abaco, coronato da un listello verticale e da una kyma reversa, segue l'echino decorato da ovoli e freccette; gli anuli sono sostituiti da una fila di fusarole e perline, mentre le scanalature terminano con catini semicircolari.
La trabeazione in marmo è costituita da blocchi di fregio-architrave (alti 73,5 cm) caratterizzati da un cielo percorso da una fascia convessa appena incassata, taenia costituita da un listello e un cavetto diritto, regulae a filetto continuo e guttae cilindriche. Nel fregio i glifi terminano con semicerchi e gli emiglifi con quarti di cerchio; la corona si compone di un listello verticale seguito da due listelli aggettanti, di cui il primo inclinato ed il secondo verticale. Le metope sono decorate da elementi floreali molto aggettanti. Le cornici, con geison e sima lavorati nello stesso blocco, possiedono un geison con soffitto di tipo ionico e sima con profilo a kyma recta, priva sia del canale per la raccolta dell'acqua che dei gocciolatoi. L'ambulacro doveva presentare un tetto orizzontale, con travi disposte sia alla quota del fregio che della cornice.
Il portico dorico può attribuirsi alla fase augusteo-tiberiana del Santuario di Apollo sulla base della decorazione; una piccola parte dell'iscrizione di dedica conservata sull'architrave marmoreo con le lettere [---τ]ὸ ιβ [---]ρα[---] si riferisce ad una carica ricoperta per dodici volte, che potrebbe essere quella di console, αὐτοκράτωρ o la tribunicia potestatas.",Giulio-claudia,Santuario di Apollo - Portico inferiore,False,"Marmar Tepe, Hierapolis-Gök Dere, Thiounta",,,False,reale,False,Portico,Marmora,Internal Identifier
58167cce-0dc3-b4d4-6e3f-ac9dc3df07ee,molti,Ditaranto 2016.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6849970a-f5c9-40b1-bd70-1333746a77e3"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bc3470ff-73eb-4c55-aa77-c94d2b07c14e"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1338580939463 37.956851640165, 29.1337227935643 37.9569227845805, 29.1336707436835 37.9569561656406, 29.1335941313509 37.957056773673, 29.1335120040136 37.9572166309055, 29.1335178145605 37.9572508701779, 29.1335907337855 37.9572724436585, 29.1336951651762 37.9572171237967, 29.1338050005789 37.9570987405203, 29.133967051018 37.9569526970943)))",In abbandono,"Si tratta di un cava lunga fino a 47 m, larga 20 m e con un'altezza massima che tocca i 6 m, dove si conservano i gradoni utilizzati per l'estrazione del marmo; una notevole quantità di detriti è accumulata ai piedi della cava e sparsa verso sud.",Ellenistica/Imperiale,Cava di marmo di Marmar Tepe n. 43,False,"Marmo bianco, anche con venature grigiastre e giallastre",,940,False,ricostruita,True,Cava sommitale,Marmora,Internal Identifier
