ResourceID,Identifier Content,Identifier Type,Object Bibliography,Object Chronology,Object Compiler,Object Conservation State,Object Coordinates,Object Description,Object Dimensions Depth (cm),Object Dimensions Diameter (cm),Object Dimensions Height (cm),Object Dimensions Length (cm),Object Era,Object Excavation code,Object Geographical Context of Discovery,Object Geographical Context of Discovery Position,Object Material Autoptic Description,Object Material Origin,Object Material Type,Object Name,Object Photos,Object Reused?,Object Reused Function in the Original Context,Object Reused Original Context,Object Reused Position in the Original Context,Object Type
4a37f568-89a2-935f-cafc-269f97ef68da,Marmora,internal identifier,Scardozzi 2016a.,prima metà del III sec. d.C.,"[{""resourceId"": ""5cd531c6-e8cd-b191-bc5f-33fbeb4c4aef"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b50ecefc-06d1-42cd-818e-e5a091dda5a7"", ""inverseOntologyProperty"": """"}]","Le superfici sono in buono stato di conservazione, ma coperte da patine.",GEOMETRYCOLLECTION (POINT (29.1204719428802 37.9362972482824)),Coperchio di sarcofago situato presso la tomba 103 e caratterizzato da un profilo a doppio spiovente con tegole a rilievo e antefisse a testa di leone; i timpani presentano al centro due dischi a rilievo e sono sormontati da acroteri lisci.,123,,53,239,Severiana,,"[{""resourceId"": ""561df293-f685-e443-4095-41b6af76e6ce"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fe7d467d-03ba-4d47-ae81-246825f52024"", ""inverseOntologyProperty"": """"}]",,Marmo bianco a grana grossa.,"Thiounta,Marmar Tepe",marmo bianco,H13_198,"/files/uploadedfiles/ogg-H13_198_logo(1).jpg,/files/uploadedfiles/ogg-H13_198_logo(2).jpg,/files/uploadedfiles/ogg-H13_198_logo(3).jpg",False,,,,coperchio di sarcofago
4a5f1d0e-d71f-1362-3e7d-99c8039c0514,Marmora,internal identifier,"Ismaelli, Scardozzi 2016b.",prima metà del III sec. d.C.,"[{""resourceId"": ""757083b1-b3a8-ece9-9b7b-90ab08b0463f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""943d01ed-98e1-4d6c-a78a-48307381b45a"", ""inverseOntologyProperty"": """"}]","Del blocco, attraversato da una grave frattura, non si conserva il piano di posa. Del capitello restano solo una faccia frontale ed un angolo. Superfici lievemente consunte con patina rossastra.",GEOMETRYCOLLECTION (POINT (29.122617183746 37.9313576119429)),"Frammento di capitello ionico di colonna, lavorato nello stesso blocco con il sommoscapo. Quest'ultimo è formato dalla canonica sequenza cavetto-listello, cui segue un grosso tondino liscio, alto 4 cm. Sono solo parzialmente conservate le terminazioni curve delle scanalature del fusto. L'echino, alto ca. 19 cm, è decorato da un kyma ionico a ovuli di forma allungata, con sgusci sottili, e lancette. Il canale delle volute, molto basso nel tratto orizzontale, è molto approfondito, con bordo a listello. Occhio della voluta a bottone liscio. L'abaco, alto 5,5 cm, è ornato da un kyma ionico a ovuli e lancette, dall'aspetto stilizzato e scarso intaglio dei dettagli. Della decorazione a girali del balaustrino restano solo un racemo d'acanto ed un fiore a quattro petali. Il piano di attesa, lavorato a subbia e gradina grossa, è ribassato di circa 2 cm rispetto al margine superiore dell'abaco, formando una superficie di scarico regolare con un bordo largo 4-5 cm.",40,,45,69,Severiana,,"[{""resourceId"": ""c51dd77c-a0e1-abda-1ac7-7396221f5901"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0a427fe4-c352-4e92-966c-8330af551c3f"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana grossa.,Hierapolis–Gök Dere,marmo bianco,H13_022,"/files/uploadedfiles/ogg-H13_022_logo(1).jpg,/files/uploadedfiles/ogg-H13_022_logo(2).jpg,/files/uploadedfiles/ogg-H13_022_logo(3).jpg",False,,,,capitello
4b6b3b4f-6419-ea3c-c1af-673b601b4f1c,Marmora,internal identifier,"Moens et alii 1992; Gorgoni et alii 2002; Lazzarini et alii 2002; Attanasio, Brilli, Ogle 2006; Long 2012; Brilli et alii 2015.",metà del I sec. d.C.,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""022b45f5-aff7-40c9-b881-67c510be7566"", ""inverseOntologyProperty"": """"}]",Buono.,GEOMETRYCOLLECTION (POINT (28.7412099511105 37.726271962217)),"Fronte di cava situato nel bacino estrattivo di Afrodisia noto come ""City Quarries"".",,,,,Giulio-claudia,,"[{""resourceId"": ""40e64517-d110-bebd-6947-aabc6d4d8e72"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ec56c5aa-69bc-4a5d-8a29-b1c97ecd3c78"", ""inverseOntologyProperty"": """"}]",in situ,Marmo bianco a grana grossa.,Aphrodisias,marmo bianco,APH1,"/files/uploadedfiles/ogg-APH1_01.tif,/files/uploadedfiles/ogg-APH1_02.tif",False,,,,fronte di cava
4d7dfa2f-b748-15e6-21c3-f362561d8676,Marmora,internal identifier,"Ismaelli, Scardozzi, Sobrà 2016.",non id.,"[{""resourceId"": ""0bf1e018-d608-8d18-c375-1792deaf5e18"", ""ontologyProperty"": """", ""resourceXresourceId"": ""89d7dd6e-72e0-43ea-bd3a-f1852134582d"", ""inverseOntologyProperty"": """"}]","Il capitello, rinvenuto in crollo nell'orchestra, presenta ampie lacune sia nella parte inferiore, sia in quella superiore e la perdita di quasi tutti gli elementi più a rilievo.",GEOMETRYCOLLECTION (POINT (29.1288962297944 37.9268513483126)),"Capitello corinzio  del primo ordine della scaenae frons. Il capitello è corinzio di tipo asiatico, caratterizzato da una sintassi semplificata. Il kalathos è ricoperto per circa due terzi dell'altezza dalle due corone di foglie d'acanto del tipo spinoso con zone d'ombra allungate, e mostra un orlo superiore coerente e ben definito. Al di sopra di un listello liscio in sottosquadro, le foglie della corona inferiore, con cinque lobi, sono distanziate e si toccano soltanto in corrispondenza delle fogliette estreme dei lobi più bassi, formati da due sole fogliette. Le foglie della corona superiore, che si originano da un elemento prismatico, sono invece formate da tre soli lobi, essendo gli inferiori fusi in un'area piana, chiusa superiormente da una sagoma arcuata, la quale incornicia la foglia sottostante. I caulicoli sono fortemente schematizzati in una elemento prismatico analogo a quello descritto per le foglie; da essi si dipartono due semifoglie, caratterizzate da un maggior naturalismo rispetto alle foglie delle corone. Le elici e le volute, presentano un nastro ben rilevato a sezione concava, che nel caso delle prime compie poco più di un intero giro. Tra esse, in corrispondenza della sola faccia principale, orientata verso il koilon, corre lo stelo ondulato che termina nel fiore dell'abaco, costituito - almeno su alcune facce - da un piccolo calicetto di foglie frastagliate. L'abaco è distinto in cavetto, decorato da piccole baccellature, e ovolo, con kyma  ionico a ovuli e freccette.",,54,71,,Romano-imperiale,A2,"[{""resourceId"": ""163972a3-d5eb-c999-1b8b-eaab520a10a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0e59fe11-f5bb-48c2-93a4-ae64e6f42747"", ""inverseOntologyProperty"": """"}]",primo ordine,,"Thiounta,Marmar Tepe,Aphrodisias",marmo bianco,A2,/files/uploadedfiles/ogg-A2.jpg,False,,,,capitello
4ea05f91-42cc-3814-505d-9f53264eb7d1,Marmora,internal identifier,"Ismaelli, Scardozzi, Sobrà 2016.",III sec. d.C.,"[{""resourceId"": ""bdc24d5c-670c-86f6-f9a7-c8d7d3891333"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4f2303b6-3051-4f1b-9050-9e6c1c0b72a6"", ""inverseOntologyProperty"": """"}]","L'elemento è stato rinvenuto in tre frammenti prodottisi dal crollo della struttura (dal basso: CL8C, CL8B, CL8A-Q13), ed è privo della terminazione inferiore; è stato ricostruito nel corso dell'intervento di restauro.",GEOMETRYCOLLECTION (POINT (29.1289363211331 37.9266724749619)),"L'elemento appartiene ai fusti delle colonne monolitiche del primo ordine della scaenae frons, poste sul podio decorato con rilievi a supporto delle edicole. Il fusto non ha conservato l'imoscapo. Al sommoscapo, dopo il cavetto di raccordo, presenta un listello e un tondino di coronamento. È presente il canonico rigonfiamento del diametro in corrispondenza del primo terzo inferiore dell'altezza.",,56,380,,Romano-imperiale,,"[{""resourceId"": ""163972a3-d5eb-c999-1b8b-eaab520a10a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1a5448a2-cb11-4f09-951a-32762b1f2098"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana media con venature grigie.,"Marmar Tepe,Thiounta",marmo bianco venato,CL8A,"/files/uploadedfiles/ogg-CL8A_2.jpg,/files/uploadedfiles/ogg-CL8A.jpg",False,,,,fusto di colonna
4f04609b-7ab2-697e-0a0d-af381eef2428,Marmora,internal identifier,"Ismaelli, Scardozzi, Sobrà 2016.",non id.,"[{""resourceId"": ""bdc24d5c-670c-86f6-f9a7-c8d7d3891333"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b0b5df9d-c6a0-41af-ad48-c57cf062759d"", ""inverseOntologyProperty"": """"}]","Il rilievo ha subito evidenti danni dal crollo delle strutture soprastanti, che hanno determinato mancanze significative nelle porzioni superiori della lastra e nella porzione inferiore della faccia orientale.",GEOMETRYCOLLECTION (POINT (29.1289325625406 37.9266487569496)),"L'elemento costituisce una delle lastre angolari a rilievo dei podi della scaenae frons. La decorazione è costituita da rilievi a soggetto mitologico, relativi al culto di Artemide, con figure occupanti quasi interamente l'altezza del blocco che poggiano su un listello sporgente. Il soggetto di questa lastra è costituito sulla fronte meridionale da un inserviente che conduce un toro al sacrificio, mentre su quella orientale da una fanciulla offerente.",42,,88,45,Ellenistica/Imperiale,,"[{""resourceId"": ""163972a3-d5eb-c999-1b8b-eaab520a10a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3f57c575-c383-43c1-bbea-8884d1558549"", ""inverseOntologyProperty"": """"}]",primo ordine,"Marmo bianco con venature grigie, a grana media.","Marmar Tepe,Thiounta",marmo bianco venato,PIV.3.7,/files/uploadedfiles/ogg-PIV.3.7.jpg,False,,,,rilievo
4f789347-9638-84a1-c70d-d7bfc810f7b2,Marmora,internal identifier,"Ismaelli, Scardozzi 2016b.",non id.,"[{""resourceId"": ""757083b1-b3a8-ece9-9b7b-90ab08b0463f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""92140916-5a5c-4e0e-aae8-79d831092f6c"", ""inverseOntologyProperty"": """"}]","Integro, con alcune scheggiature.",GEOMETRYCOLLECTION (POINT (29.1226371764929 37.9313600807579)),"Blocco di stilobate. Fronte lavorata a gradina, con una bugna alta 13 cm lungo il margine superiore. Piano di attesa a subbia fine e gradina.",122,,36,108,Romano-imperiale,,"[{""resourceId"": ""c51dd77c-a0e1-abda-1ac7-7396221f5901"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c3c63ec3-27f8-473a-8a5d-d83370eebbfe"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana media.,Hierapolis–Gök Dere,marmo bianco,H13_021,"/files/uploadedfiles/ogg-H13_021_logo(1).jpg,/files/uploadedfiles/ogg-H13_021_logo(2).jpg",False,,,,stilobate
504afd59-0437-e7eb-5307-d931192e4568,Marmora,internal identifier,"Ismaelli, Scardozzi 2016b.",prima metà del III sec. d.C.,"[{""resourceId"": ""757083b1-b3a8-ece9-9b7b-90ab08b0463f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8fecaa7c-e195-4368-9370-64b10eb24db4"", ""inverseOntologyProperty"": """"}]","Integra, con alcune grosse scheggiature; manca lo spigolo superiore destro della fronte. Superfici ben conservate.",GEOMETRYCOLLECTION (POINT (29.1232297251503 37.9324080816501)),"Cornice ionica parzialmente interrata. Della faccia anteriore, è visibile la fronte del geison, seguita da un tondino e dalla sima profilata a kyma recta diritta, alta 20 cm, coronata da un listello verticale liscio. Sulla sima è presente una protome leonina, larga ca. 21 cm, non funzionale come doccione. Sulle superfici, evidenti segni di lavorazione a gradina. Il piano di attesa, con andamento orizzontale, è lavorato a subbia ed è dotato di un incavo per olivella (10,5 x 5,5 cm, prof. 10 cm). Facce laterali a subbia, con sottili fasce di anathyrosis a gradina. Retro lavorato anch'esso a subbia.",140,,50,120,Severiana,,"[{""resourceId"": ""eb75a92e-d47b-5e54-5dcd-ae245b9b74de"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0854fd6f-e6bf-4a6a-ac34-18be90e9523a"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana fine.,Hierapolis–Gök Dere,marmo bianco,H13_026,"/files/uploadedfiles/ogg-H13_026_logo(1).jpg,/files/uploadedfiles/ogg-H13_026_logo(2).jpg,/files/uploadedfiles/ogg-H13_026_logo(3).jpg",False,,,,cornice
50a296ba-9233-9421-6828-c8c21812d1ce,Marmora,internal identifier,"Romeo, Panariti, Ungaro 2014, 10, 29, 43, 63-64, 77, 145, 282-283, figg. 67, 276; Ismaelli, Scardozzi 2016c.",prima metà del I sec. d.C.,"[{""resourceId"": ""a53b129f-9328-8e95-fa1a-b21403f0af07"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6598852a-f053-4f76-a16a-c9a8efbc488f"", ""inverseOntologyProperty"": """"}]","Integra; piccole fratture sulla scozia e sul toro; spezzati gli angoli posteriori e lo spigolo anteriore sinistro dello zoccolo.
Il blocco è caratterizzato da croste e disgregazione granulare.",GEOMETRYCOLLECTION (POINT (29.1225561521549 37.9305106427996)),"Base di pilastro dell'anta occidentale, in situ. Dal basso, zoccolo (alto 12 cm), plinto (alto 10 cm), toro (alto 7 cm), scozia (alta 7,5 cm). Anathyrosis sul piano di attesa e su parte del lato sinistro; lavorato a gradina lo zoccolo e il plinto; lisciate le superfici del toro e della scozia; scalpello a punta media sul lato posteriore. Sul piano di attesa due incavi (entrambi 8 x 6 cm, prof. 5 cm) per l'inserimento di perni verticali con relative canalette per il piombo. Due piccoli segmenti incisi sul piano di attesa in prossimità dei margini laterali.",78,,38,92,Giulio-claudia,B3,"[{""resourceId"": ""35506f62-a800-473c-41de-ec8fa2eca8d6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c2c0df5-48de-4d05-ab6f-13e16ab739a3"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana grossa.,"Thiounta,Marmar Tepe",marmo bianco,H13_009,"/files/uploadedfiles/ogg-H13_009_logo(1).jpg,/files/uploadedfiles/ogg-H13_009_logo(2).jpg",False,,,,base di pilastro
519004b0-df00-f846-470e-00d44193169e,Marmora,internal identifier,Scardozzi 2016a.,prima metà del I sec. d.C.,"[{""resourceId"": ""5cd531c6-e8cd-b191-bc5f-33fbeb4c4aef"", ""ontologyProperty"": """", ""resourceXresourceId"": ""973cf327-fa47-4830-830a-6507b16d56c7"", ""inverseOntologyProperty"": """"}]",Complessivamente buono; superfici ricoperte da patine.,GEOMETRYCOLLECTION (POINT (29.1198368618453 37.93736667657)),"Fregio-architrave rinvenuto nel crollo della tomba 125 e appartenente alla seconda fase dell'edificio, che comportò un ampliamento dello stesso.",,,,,Augustea,,"[{""resourceId"": ""561df293-f685-e443-4095-41b6af76e6ce"", ""ontologyProperty"": """", ""resourceXresourceId"": ""48a6ed21-9998-454e-a1b2-5ee262eb936b"", ""inverseOntologyProperty"": """"}]",,Marmo bianco a grana media.,Marmar Tepe,marmo bianco,H15_505,/files/uploadedfiles/ogg-H15_505_logo(1).jpg,False,,,,fregio-architrave
54194961-bc52-13cf-495a-1c45dd4b5154,Marmora,internal identifier,Caggia 2016a.,non id.,"[{""resourceId"": ""f6107b26-8026-a2ec-161c-52ad4b886cb4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a0913236-7a5d-4b98-b892-1873cca17105"", ""inverseOntologyProperty"": """"}]",Le superfici sono abbastanza ben conservate.,GEOMETRYCOLLECTION (POINT (29.1306511076618 37.9307479700261)),"Fusto di colonna di marmo grigio, rotto nella parte inferiore e superiore.",,29.5,76,,Ellenistica/Imperiale,HA11_669,"[{""resourceId"": ""c603f55b-c12f-70b2-f3ad-fe56fb4f1050"", ""ontologyProperty"": """", ""resourceXresourceId"": ""826826d9-dfe6-4911-8b80-350812dc9483"", ""inverseOntologyProperty"": """"}]",,Marmo grigio a grana media.,non id.,marmo grigio,H13_304,/files/uploadedfiles/ogg-H13_304_1.jpg,False,,,,colonna
54e4d43d-572f-c13a-bef2-9e65b1cd6796,Marmora,internal identifier,"Ismaelli, Scardozzi, Sobrà 2016.",metà del I sec. d.C.,"[{""resourceId"": ""0bf1e018-d608-8d18-c375-1792deaf5e18"", ""ontologyProperty"": """", ""resourceXresourceId"": ""17a146b4-780e-4711-b306-8f2a11cf9249"", ""inverseOntologyProperty"": """"}]","Il capitello presenta varie lacune, in particolare in corrispondenza degli elementi più aggettanti. Superfici ben conservate.",GEOMETRYCOLLECTION (POINT (29.1289250454625 37.9267159580039)),"Capitello del primo ordine della scaenae frons appartenente ad una delle colonne poste sui podi. Il capitello è corinzio del tipo ad ""acanto mosso dal vento"", presenta un kalathos ricoperto per circa due terzi dell'altezza da due corone di foglie d'acanto del tipo frastagliato, inclinate verso sinistra, e mostra un orlo superiore coerente e ben definito. Al di sopra di un listello liscio in sottosquadro, le foglie della corona inferiore, con cinque lobi, sono distanziate e si toccano appena in corrispondenza delle fogliette estreme dei lobi più bassi. Le foglie della corona superiore, che si originano da una base triangolare a profilo carenato, sono invece formate da tre soli lobi. I caulicoli sono fortemente schematizzati in un elemento  analogo alla base carenata descritta per le foglie e quasi del tutto coperti dall'apparato fogliaceo inferiore; da essi si dipartono due semifoglie, che occupano interamente lo spazio tra le foglie della corona superiore. Le volute sono fortemente vegetalizzate, mentre le elici, lo stelo e il fiore dell'abaco sono sostituiti da una sorta di corona di foglie frastagliate di forma ellittica. La superficie compresa all'interno di questa corona, trattata rozzamente con la subbia, ospitava in origine un elemento figurato (protome o piccolo busto?); analoga considerazione si può forse fare per lo spazio compreso tra le due volute contigue. L'abaco è distinto in cavetto, decorato da piccole baccellature, e ovolo con motivo a corda.",,44,60,,Giulio-claudia,A7,"[{""resourceId"": ""163972a3-d5eb-c999-1b8b-eaab520a10a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d677d09f-e635-4032-a574-92b4d0d3d827"", ""inverseOntologyProperty"": """"}]",primo ordine,,"Thiounta,Marmar Tepe,Aphrodisias",marmo bianco,A7,"/files/uploadedfiles/ogg-A7_01.jpg,/files/uploadedfiles/ogg-A7_02.jpg",False,,,,capitello
551cc8cb-e1bc-1b36-d97d-a91f16d2ab7a,Marmora,internal identifier,"Ismaelli, Scardozzi, Sobrà 2016.",prima metà del III sec. d.C.,"[{""resourceId"": ""0bf1e018-d608-8d18-c375-1792deaf5e18"", ""ontologyProperty"": """", ""resourceXresourceId"": ""abb917f8-b00d-49e0-8a06-3d1b722bedff"", ""inverseOntologyProperty"": """"}]","Il blocco è integro, le superfici sono piuttosto ben conservate, anche se privi di frammenti delle parti aggettanti.",GEOMETRYCOLLECTION (POINT (29.1289187811906 37.9267396760183)),"Il blocco è uno dei capitelli delle colonne del primo ordine della scaenae frons poste sui podio. Il capitello è corinzio del tipo ad ""acanto mosso dal vento"", presenta un kalathos ricoperto per circa due terzi dell'altezza da due corone di foglie d'acanto del tipo frastagliato, e mostra un orlo superiore coerente e ben definito. Al di sopra di un listello liscio in sottosquadro, le foglie della corona inferiore, con cinque lobi, sono distanziate e si toccano appena in corrispondenza delle fogliette estreme dei lobi più bassi. Le foglie della corona superiore, che si originano da un elemento prismatico, sono invece formate da tre soli lobi. I caulicoli sono fortemente schematizzati in una elemento prismatico analogo a quello descritto per le foglie e quasi del tutto coperti dall'apparato fogliaceo inferiore; da essi si dipartono due semifoglie, che occupano interamente lo spazio tra le foglie della corona superiore. Le volute sono fortemente vegetalizzate, mentre le elici, o stelo e il fiore dell'abaco sono sostituiti da una sorta di corona di foglie frastagliate di forma ellittica. La superficie compresa all'interno di questa corona, trattata rozzamente con la punta, ospitava in origine un elemento figurato (protome o piccolo busto?); analoga considerazione si può forse fare per lo spazio compreso tra le due volute contigue. L'abaco è distinto in cavetto, decorato da piccole baccellature, e ovolo, con motivo a corda.",,45,60,,Severiana,,"[{""resourceId"": ""163972a3-d5eb-c999-1b8b-eaab520a10a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d5269a75-ce91-4bfe-a9fa-3a60e21de73d"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana media.,Marmar Tepe,marmo bianco,A10,/files/uploadedfiles/ogg-A10.jpg,False,toichobate,,,capitello
5521b246-dd24-4f75-a7fc-6442a83120ed,Marmora,internal identifier,"Bozza 2016a; D'Andria, Ismaelli, Panarelli 2016.",non id.,"[{""resourceId"": ""757083b1-b3a8-ece9-9b7b-90ab08b0463f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c02262ba-8a12-44ef-b634-e178aa771b3a"", ""inverseOntologyProperty"": """"}]",Non conservato nell'intera altezza; manca il piano di attesa. Superfici parzialmente consunte e coperte di concrezione calcarea.,GEOMETRYCOLLECTION (POINT (29.1274650831518 37.9264335433118)),"Rocchio frammentario di colonna con imoscapo. Piano di posa lavorato a gradina, con piccolo incavo al centro e incisione a delimitare la superficie di scarico, parzialmente conservata. Due incassi per perno (3,5 x 2,5 cm, prof. 4 cm; 3,5 x 3,5 cm, prof. 4,5 cm). Imoscapo articolato in tondino (alto 3 cm), listello (alto 1,5 cm) e cavetto, e seguito dal fusto liscio, trattato a gradina.",,52,141,,Moderna,PCol10,"[{""resourceId"": ""2b45d6a7-78fd-d88b-ee52-4a82b5b6d5fc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""61410de9-332a-4f58-a488-3df618622364"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana grossa.,"Thiounta,Marmar Tepe",marmo bianco,H14_430,"/files/uploadedfiles/ogg-H14_430_composta.jpg,/files/uploadedfiles/ogg-H14_430_logo(1).jpg,/files/uploadedfiles/ogg-H14_430_logo(2).jpg",False,,,,colonna
56bcd05b-94d6-17f2-481f-ca258c385aa6,Marmora,internal identifier,"Ismaelli, Scardozzi 2016b.",prima metà del II sec. d.C.,"[{""resourceId"": ""757083b1-b3a8-ece9-9b7b-90ab08b0463f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""75272fd2-4577-42d6-9e2b-3f02579bc395"", ""inverseOntologyProperty"": """"}]","Non conservato nell'intera lunghezza e altezza. Facce laterali e sima totalmente mancanti.
Il blocco presenta fratture, macchie rosse, colonizzazioni biologiche e perdita di modellato.",GEOMETRYCOLLECTION (POINT (29.1240647000771 37.9310833617626)),"Cornice a modiglioni del corpo centrale. Piano di posa a gradina media. Modiglioni con profilo a kyma recta diritta, con facce laterali lisce. Sulla faccia inferiore dei modiglioni, una foglia d'acanto con costolatura centrale a rilievo e lobetti arrotondati. I modiglioni sono contornati da un kyma ionico a ovuli e lancette. Dei due lacunari, solo in uno si conserva la decorazione: un ortaggio con un coltellino, realizzati a rilievo. Fronte del geison liscia, a gradina, con listello ribassato sul margine superiore. Segue un astragalo a perline allungate con terminazione arrotondata e fusarole biconvesse, solo parzialmente conservato.",95,,39,55,Adrianeo-antonina,213,"[{""resourceId"": ""0caa7f18-a439-7bb2-3cef-90f4771c1613"", ""ontologyProperty"": """", ""resourceXresourceId"": ""18d98dca-ede0-418b-a9bb-f4e0cf7779c6"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana fine.,Hierapolis–Gök Dere,marmo bianco,H14_415,"/files/uploadedfiles/ogg-H14_415_composta.jpg,/files/uploadedfiles/ogg-H14_415_logo(1).jpg,/files/uploadedfiles/ogg-H14_415_logo(2).jpg",False,,,,cornice
5721d0d0-d713-2353-11d4-78c8187e8831,Marmora,internal identifier,Scardozzi 2016a.,non id.,"[{""resourceId"": ""5cd531c6-e8cd-b191-bc5f-33fbeb4c4aef"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d7e0d7f4-ba24-452e-8f8c-6075fa1521e4"", ""inverseOntologyProperty"": """"}]","Si conserva meno della metà del manufatto, coperta da patine e incrostazioni.",GEOMETRYCOLLECTION (POINT (29.1198601389132 37.9346862620522)),"Frammento di coperchio di sarcofago a doppio spiovente, liscio, situato presso la tomba 28.",120,,30,60,Ellenistica/Imperiale,,"[{""resourceId"": ""561df293-f685-e443-4095-41b6af76e6ce"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b1fb9b45-eca4-44aa-8fb5-3ad50f434752"", ""inverseOntologyProperty"": """"}]",,Marmo bianco a grana media.,Marmar Tepe,marmo bianco,H13_191,"/files/uploadedfiles/ogg-H13_191_logo(1).jpg,/files/uploadedfiles/ogg-H13_191_logo(2).jpg,/files/uploadedfiles/ogg-H13_191_logo.JPG",False,,,,coperchio di sarcofago
587bddfc-354d-c6ed-9929-16975db54771,Marmora,internal identifier,Miccoli 2016.,prima metà del I sec. d.C.,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3ff4d78f-8087-466d-bc92-69567d7232f1"", ""inverseOntologyProperty"": """"}]","Integro, ad eccezione della parte centrale del toro, che è molto corrosa. Il manufatto è quasi completamente ricoperto da concrezioni per riprecipitazione.",GEOMETRYCOLLECTION (POINT (29.1269726310692 37.9257789581019)),"Base attica di pilastro con semicolonna. Le modanature si articolano, dall'alto, in un toro superiore, una scozia, un listello, un toro inferiore, un plinto. Sul piano di attesa si dispongono due incassi quadrati e relative canalette per la colatura del piombo. La faccia posteriore è lavorata a subbia.",56,,25,52,Giulio-claudia,,"[{""resourceId"": ""964f0f2b-28d3-3404-04b1-60142af1b805"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bcb576dd-ecdd-4cae-9f1c-412eb500a08f"", ""inverseOntologyProperty"": """"}]",,Marmo bianco a grana media.,Marmar Tepe,marmo bianco,H14_404,"/files/uploadedfiles/ogg-H14_404_ con logo.jpg,/files/uploadedfiles/ogg-H14_404_logo(1).jpg,/files/uploadedfiles/ogg-H14_404_logo(2).JPG",False,,,,base di pilastro con semicolonna
